MEDIAN_INSERT_SIZE	MODE_INSERT_SIZE	MEDIAN_ABSOLUTE_DEVIATION	MIN_INSERT_SIZE	MAX_INSERT_SIZE	MEAN_INSERT_SIZE	STANDARD_DEVIATION	READ_PAIRS	PAIR_ORIENTATION	WIDTH_OF_10_PERCENT	WIDTH_OF_20_PERCENT	WIDTH_OF_30_PERCENT	WIDTH_OF_40_PERCENT	WIDTH_OF_50_PERCENT	WIDTH_OF_60_PERCENT	WIDTH_OF_70_PERCENT	WIDTH_OF_80_PERCENT	WIDTH_OF_90_PERCENT	WIDTH_OF_95_PERCENT	WIDTH_OF_99_PERCENT	LIBRARY	SAMPLE_NAME	FRAGMENT_LENGTH
103	75	15	75	224	110.319149	32.696966	47	FR	9	15	21	25	31	37	47	57	101	133	243	NA	21-146-02920-GER2106743	75
107.5	80	14.5	80	224	114.285714	32.367016	42	FR	7	11	19	27	29	33	45	55	93	125	235	NA	21-146-02920-GER2106743	80
109.5	91	14	85	224	117.815789	32.037862	38	FR	5	11	15	23	27	33	37	71	91	211	231	NA	21-146-02920-GER2106743	85
111	91	14	90	224	119.555556	32.028063	36	FR	5	9	17	19	27	37	41	67	87	207	227	NA	21-146-02920-GER2106743	90
115.5	96	10	96	224	123.851852	26.609287	28	FR	3	9	11	15	19	25	39	75	109	199	219	NA	21-146-02920-GER2106743	95
28	26	4	20	289	29.889182	9.882289	476	FR	3	5	5	7	9	11	21	85	157	209	429	NA	21-078-03914-GER2106966	0
85	38	26	37	289	95.828767	49.674993	146	FR	15	27	35	45	53	63	75	95	143	237	401	NA	21-078-03914-GER2106966	37
86	38	26	38	289	96.645833	49.528189	144	FR	13	25	33	43	53	61	73	93	141	235	399	NA	21-078-03914-GER2106966	38
89	112	25	40	289	98.321429	49.212104	140	FR	13	25	35	41	51	63	75	93	135	229	393	NA	21-078-03914-GER2106966	40
94	112	24	50	289	103.460937	48.366205	128	FR	11	23	31	41	49	57	73	85	135	247	383	NA	21-078-03914-GER2106966	50
101	112	22	60	289	111.418182	47.642087	110	FR	7	17	23	35	43	59	69	83	143	237	369	NA	21-078-03914-GER2106966	60
102	112	20.5	65	289	114.278846	47.438352	104	FR	9	15	21	33	41	57	65	87	143	235	367	NA	21-078-03914-GER2106966	65
106	112	21.5	70	289	118.229167	47.273333	96	FR	7	13	19	31	43	53	69	85	137	273	367	NA	21-078-03914-GER2106966	70
109	112	19	75	289	123.616279	47.069703	86	FR	7	13	19	27	39	51	65	87	133	267	361	NA	21-078-03914-GER2106966	75
110	112	17	80	289	122.481013	39.803318	81	FR	5	11	19	25	35	49	59	89	131	265	359	NA	21-078-03914-GER2106966	80
112	112	16	86	289	127.028169	39.472222	73	FR	5	11	19	23	33	41	65	89	183	269	355	NA	21-078-03914-GER2106966	85
113	112	15	90	289	128.808824	39.390603	70	FR	5	11	17	23	31	39	63	87	181	267	353	NA	21-078-03914-GER2106966	90
115	112	15	95	289	133.04918	39.429864	63	FR	7	13	15	25	31	35	69	93	205	263	349	NA	21-078-03914-GER2106966	95
26	26	2	20	223	26.983655	3.692983	746	FR	1	1	3	3	5	5	11	13	35	113	285	NA	19-247-03898-GER2107045	0
76.5	37	22.5	37	223	88.045455	45.487629	88	FR	11	17	31	39	47	67	73	81	181	221	295	NA	19-247-03898-GER2107045	37
77	61	22	38	223	90.47619	45.136333	84	FR	11	19	33	39	45	63	73	87	179	219	293	NA	19-247-03898-GER2107045	38
79	61	23	40	223	92.419753	44.795051	81	FR	7	21	35	39	47	55	73	83	175	215	289	NA	19-247-03898-GER2107045	40
82.5	61	22	52	223	98.680556	43.617682	72	FR	11	23	29	41	43	53	57	89	173	221	283	NA	19-247-03898-GER2107045	50
95	61	25	61	223	106.327869	43.143837	61	FR	13	25	31	37	51	61	67	97	175	195	257	NA	19-247-03898-GER2107045	60
99	77	22	65	223	112.148148	42.502123	54	FR	9	21	31	37	45	57	63	105	171	207	249	NA	19-247-03898-GER2107045	65
105	77	24	70	223	116.755102	41.956093	49	FR	9	15	23	43	49	57	71	111	163	195	237	NA	19-247-03898-GER2107045	70
106.5	77	24.5	76	223	119.782609	41.528525	46	FR	7	17	23	41	49	55	61	109	161	193	235	NA	19-247-03898-GER2107045	75
110.5	82	22	80	223	126.2	40.816161	40	FR	5	13	23	31	43	57	67	113	153	185	227	NA	19-247-03898-GER2107045	80
118	95	22.5	88	223	134	39.378505	34	FR	15	17	27	39	45	55	67	129	149	187	211	NA	19-247-03898-GER2107045	85
123	95	24	95	223	136.84375	38.843033	32	FR	15	25	31	41	49	57	75	119	139	177	201	NA	19-247-03898-GER2107045	90
123	95	24	95	223	136.84375	38.843033	32	FR	15	25	31	41	49	57	75	119	139	177	201	NA	19-247-03898-GER2107045	95
26	26	1	20	216	27.0625	3.236453	321	FR	1	1	1	3	3	5	9	11	17	23	187	NA	20-216-03234-GER2107113	0
67	47	26	37	216	77.529412	50.118756	17	FR	3	9	31	41	53	57	59	105	193	299	299	NA	20-216-03234-GER2107113	37
67.5	47	23.5	38	216	80.0625	50.626039	16	FR	3	9	27	41	41	55	59	105	193	299	299	NA	20-216-03234-GER2107113	38
68.5	47	21.5	40	216	86	51.512508	14	FR	3	3	29	29	43	55	57	105	191	297	297	NA	20-216-03234-GER2107113	40
76.5	54	16	54	216	102.9	52.129007	10	FR	11	13	15	17	19	45	87	89	175	281	281	NA	20-216-03234-GER2107113	50
82	67	15	67	216	108.333333	52.201533	9	FR	1	23	27	29	31	75	77	163	269	269	269	NA	20-216-03234-GER2107113	60
82	67	15	67	216	108.333333	52.201533	9	FR	1	23	27	29	31	75	77	163	269	269	269	NA	20-216-03234-GER2107113	65
119.5	71	40.5	71	216	128.5	53.80985	6	FR	1	3	3	75	75	89	97	97	195	195	195	NA	20-216-03234-GER2107113	70
120	82	38	82	216	140	51.259146	5	FR	1	1	3	3	77	77	87	87	193	193	193	NA	20-216-03234-GER2107113	75
120	82	38	82	216	140	51.259146	5	FR	1	1	3	3	77	77	87	87	193	193	193	NA	20-216-03234-GER2107113	80
141.5	119	22	119	216	154.5	45.843938	4	FR	43	43	45	45	45	45	45	151	151	151	151	NA	20-216-03234-GER2107113	85
141.5	119	22	119	216	154.5	45.843938	4	FR	43	43	45	45	45	45	45	151	151	151	151	NA	20-216-03234-GER2107113	90
141.5	119	22	119	216	154.5	45.843938	4	FR	43	43	45	45	45	45	45	151	151	151	151	NA	20-216-03234-GER2107113	95
61	26	34	19	333	73.450684999999993	49.640279	1460	FR	15	35	47	61	69	71	75	109	159	205	331	NA	19-112-02439-GER2106672	0
90	61	30	37	333	96.513846	45.633793	975	FR	11	23	37	51	61	73	89	101	123	177	315	NA	19-112-02439-GER2106672	37
90	61	30	38	333	97.068323	45.481027	966	FR	11	21	37	51	61	73	89	99	123	177	315	NA	19-112-02439-GER2106672	38
92	61	31	40	333	98.556263	45.078471	942	FR	11	21	37	49	63	71	87	101	121	179	311	NA	19-112-02439-GER2106672	40
96	61	28	50	333	105.238095	43.189032	840	FR	9	23	31	45	57	69	77	89	121	181	323	NA	19-112-02439-GER2106672	50
101	61	25	60	333	111.509383	41.803542	746	FR	13	19	31	41	51	63	73	83	125	183	313	NA	19-112-02439-GER2106672	60
108	95	24	66	333	116.345588	40.65056	680	FR	13	23	29	39	49	59	69	81	113	175	329	NA	19-112-02439-GER2106672	65
110	95	23	70	333	118.842349	40.101842	647	FR	13	21	31	39	47	57	67	77	117	181	325	NA	19-112-02439-GER2106672	70
113	95	22	75	333	121.758621	39.5409	609	FR	11	21	31	39	45	55	65	75	113	181	319	NA	19-112-02439-GER2106672	75
116	95	22	80	333	124.322917	39.134594	576	FR	11	19	31	39	45	53	63	71	111	183	323	NA	19-112-02439-GER2106672	80
120	95	22	85	333	128.515267	38.581217	524	FR	9	19	27	37	45	53	59	67	113	179	315	NA	19-112-02439-GER2106672	85
122	95	22	90	333	131.395918	38.258276	490	FR	9	19	25	33	45	51	57	63	113	177	311	NA	19-112-02439-GER2106672	90
128	95	20	95	333	135.284091	36.77474	441	FR	9	17	23	33	41	49	59	67	113	169	299	NA	19-112-02439-GER2106672	95
27	26	3	19	230	28.208543	5.694067	477	FR	3	3	3	5	7	9	13	29	123	179	265	NA	19-037-00826-GER2106927	0
80	37	26	37	230	83.424779	39.315756	113	FR	13	23	31	41	53	77	81	87	107	143	253	NA	19-037-00826-GER2106927	37
86	39	27	38	230	86.490566	38.673048	106	FR	9	17	23	45	53	67	87	93	111	131	241	NA	19-037-00826-GER2106927	38
87	60	27	40	230	89.868687	37.786902	99	FR	7	15	19	37	55	63	81	91	117	145	287	NA	19-037-00826-GER2106927	40
91	60	22	51	230	97.647059	35.100436	85	FR	7	9	15	27	45	57	67	75	109	137	279	NA	19-037-00826-GER2106927	50
94	60	20	60	230	102.012987	34.000578	77	FR	5	9	15	29	41	51	65	71	103	157	273	NA	19-037-00826-GER2106927	60
95	69	16	65	230	106.753623	32.745635	69	FR	3	9	15	27	33	49	53	77	111	155	271	NA	19-037-00826-GER2106927	65
96	95	15.5	70	230	109.765625	32.093486	64	FR	3	7	17	21	31	43	49	75	109	153	269	NA	19-037-00826-GER2106927	70
96.5	95	15.5	75	230	110.983871	31.86472	62	FR	3	7	15	21	31	41	49	75	109	153	269	NA	19-037-00826-GER2106927	75
97.5	95	12	80	230	111.245614	27.798562	58	FR	5	7	15	21	25	39	59	73	109	151	267	NA	19-037-00826-GER2106927	80
103.5	95	15.5	86	230	115.722222	31.477106	54	FR	13	17	25	27	31	35	49	77	97	139	255	NA	19-037-00826-GER2106927	85
118	95	23	90	230	121.422222	31.525955	45	FR	5	19	31	41	47	47	55	55	83	109	225	NA	19-037-00826-GER2106927	90
120	95	22	95	230	127.837838	31.245012	37	FR	3	15	23	27	45	49	51	51	105	173	221	NA	19-037-00826-GER2106927	95
26.5	26	1.5	20	105	27.659574	3.689032	434	FR	1	1	3	3	5	5	9	11	17	23	81	NA	21-032-01135-GER2110367	0
40.5	37	3.5	37	105	46.6	11.198684	22	FR	3	5	5	7	7	31	33	53	53	79	131	NA	21-032-01135-GER2110367	37
51.5	39	12.5	38	105	53.777778	18.063794	18	FR	9	11	19	25	25	27	27	31	57	109	109	NA	21-032-01135-GER2110367	38
60	66	6	42	105	63.454545	17.019775	11	FR	9	11	11	13	13	13	25	37	39	91	91	NA	21-032-01135-GER2110367	40
66	66	10	55	105	67.555556	15.993054	9	FR	1	1	1	13	21	23	23	27	79	79	79	NA	21-032-01135-GER2110367	50
66	66	3	60	105	67.4	6.9857	6	FR	1	1	1	1	1	13	27	27	79	79	79	NA	21-032-01135-GER2110367	60
66	66	0	66	105	66	0	5	FR	1	1	1	1	1	1	27	27	79	79	79	NA	21-032-01135-GER2110367	65
92	79	13	79	105	92	18.384776	2	FR	27	27	27	27	27	27	27	27	27	27	27	NA	21-032-01135-GER2110367	70
92	79	13	79	105	92	18.384776	2	FR	27	27	27	27	27	27	27	27	27	27	27	NA	21-032-01135-GER2110367	75
105	105	0	105	105	105	?	1	FR	1	1	1	1	1	1	1	1	1	1	1	NA	21-032-01135-GER2110367	80
105	105	0	105	105	105	?	1	FR	1	1	1	1	1	1	1	1	1	1	1	NA	21-032-01135-GER2110367	85
105	105	0	105	105	105	?	1	FR	1	1	1	1	1	1	1	1	1	1	1	NA	21-032-01135-GER2110367	90
105	105	0	105	105	105	?	1	FR	1	1	1	1	1	1	1	1	1	1	1	NA	21-032-01135-GER2110367	95
27	26	3	20	247	27.83125	4.472448	168	FR	1	3	3	5	7	7	9	13	19	35	441	NA	19-252-02775-GER2213104	0
58	247	19	38	247	106.933333	90.059874	15	FR	7	29	35	37	39	41	99	377	379	379	379	NA	19-252-02775-GER2213104	37
58	247	19	38	247	106.933333	90.059874	15	FR	7	29	35	37	39	41	99	377	379	379	379	NA	19-252-02775-GER2213104	38
61	247	21	40	247	117.461538	92.530729	13	FR	7	35	39	43	43	93	371	373	373	373	373	NA	19-252-02775-GER2213104	40
176.5	247	70.5	58	247	165	89.223636	8	FR	139	139	141	143	143	143	143	231	237	237	237	NA	19-252-02775-GER2213104	50
246	247	1	61	247	180.285714	84.30246	7	FR	1	3	3	3	3	279	279	279	371	371	371	NA	19-252-02775-GER2213104	60
246.5	247	0.5	107	247	200.166667	72.167629	6	FR	1	3	3	3	3	3	279	279	279	279	279	NA	19-252-02775-GER2213104	65
246.5	247	0.5	107	247	200.166667	72.167629	6	FR	1	3	3	3	3	3	279	279	279	279	279	NA	19-252-02775-GER2213104	70
246.5	247	0.5	107	247	200.166667	72.167629	6	FR	1	3	3	3	3	3	279	279	279	279	279	NA	19-252-02775-GER2213104	75
246.5	247	0.5	107	247	200.166667	72.167629	6	FR	1	3	3	3	3	3	279	279	279	279	279	NA	19-252-02775-GER2213104	80
246.5	247	0.5	107	247	200.166667	72.167629	6	FR	1	3	3	3	3	3	279	279	279	279	279	NA	19-252-02775-GER2213104	85
246.5	247	0.5	107	247	200.166667	72.167629	6	FR	1	3	3	3	3	3	279	279	279	279	279	NA	19-252-02775-GER2213104	90
246.5	247	0.5	107	247	200.166667	72.167629	6	FR	1	3	3	3	3	3	279	279	279	279	279	NA	19-252-02775-GER2213104	95
26	26	2	20	80	27.235669	3.779278	320	FR	1	1	3	3	5	5	7	11	17	21	69	NA	20-142-03295-GER2110561	0
40	37	3	37	80	45.538462	10.821394	15	FR	3	3	7	7	7	9	41	41	81	81	81	NA	20-142-03295-GER2110561	37
58	39	18	39	80	54.909091	15.883668	11	FR	5	5	15	29	37	39	39	39	45	45	45	NA	20-142-03295-GER2110561	38
60	60	10.5	40	80	60.875	14.535056	8	FR	1	1	5	11	11	33	41	41	41	41	41	NA	20-142-03295-GER2110561	40
62.5	60	3.5	58	80	67.166667	10.206207	6	FR	5	5	5	7	7	9	37	37	37	37	37	NA	20-142-03295-GER2110561	50
65	60	5	60	80	69	10.246951	5	FR	1	1	11	11	11	11	31	31	31	31	31	NA	20-142-03295-GER2110561	60
80	80	0	65	80	75	8.660254	3	FR	1	1	1	1	1	1	31	31	31	31	31	NA	20-142-03295-GER2110561	65
80	80	0	80	80	80	0	2	FR	1	1	1	1	1	1	1	1	1	1	1	NA	20-142-03295-GER2110561	70
80	80	0	80	80	80	0	2	FR	1	1	1	1	1	1	1	1	1	1	1	NA	20-142-03295-GER2110561	75
80	80	0	80	80	80	0	2	FR	1	1	1	1	1	1	1	1	1	1	1	NA	20-142-03295-GER2110561	80
28	26	4	20	237	29.816291	8.118109	713	FR	3	5	5	7	9	9	17	73	165	203	269	NA	19-007-02875-GER2106680	0
93	73	32.5	37	237	92.669903	41.690471	206	FR	17	29	41	51	65	81	97	107	113	131	267	NA	19-007-02875-GER2106680	37
93	73	31	38	237	94.054726	41.257024	201	FR	17	27	41	49	63	81	95	105	111	131	267	NA	19-007-02875-GER2106680	38
96	73	29	40	237	96.95288	40.274099	191	FR	13	29	35	47	59	81	95	103	111	127	267	NA	19-007-02875-GER2106680	40
106	73	24	50	237	106.042945	36.519629	163	FR	9	19	27	39	49	67	79	91	107	113	247	NA	19-007-02875-GER2106680	50
110	73	19.5	62	237	112.184932	33.54688	146	FR	7	13	23	33	39	59	75	81	95	105	239	NA	19-007-02875-GER2106680	60
111	73	18	66	237	113.929078	32.803886	141	FR	5	13	21	33	37	59	75	77	89	103	237	NA	19-007-02875-GER2106680	65
111	73	18	71	237	115.647059	32.126032	136	FR	5	13	21	31	37	57	69	77	83	103	237	NA	19-007-02875-GER2106680	70
116	93	18.5	79	237	121.35	29.866552	120	FR	9	11	21	23	37	47	57	69	75	93	227	NA	19-007-02875-GER2106680	75
116	93	18	81	237	121.705882	29.736228	119	FR	9	11	21	23	37	47	57	69	83	93	227	NA	19-007-02875-GER2106680	80
116.5	93	15.5	85	237	124.196429	28.872144	112	FR	9	11	19	23	31	45	53	63	83	93	227	NA	19-007-02875-GER2106680	85
119	93	17	90	237	125.238532	28.561143	109	FR	7	15	17	27	35	47	53	59	79	87	221	NA	19-007-02875-GER2106680	90
121	111	16	95	237	128.545455	27.901164	99	FR	7	11	21	23	33	41	49	59	77	95	233	NA	19-007-02875-GER2106680	95
66	26	35	20	382	75.909382	49.673937	1876	FR	17	31	47	57	71	81	83	97	139	181	379	NA	19-060-02588-GER2110394	0
89	54	29	37	382	94.449115	45.564499	1357	FR	9	21	33	47	59	71	81	95	113	159	363	NA	19-060-02588-GER2110394	37
89	54	28	38	382	94.709821	44.816834	1346	FR	9	21	31	47	57	69	81	93	113	159	363	NA	19-060-02588-GER2110394	38
90	54	28	40	382	95.905015	44.527422	1318	FR	9	19	31	45	57	69	79	93	111	159	361	NA	19-060-02588-GER2110394	40
94	54	25	50	382	102.573265	42.918762	1169	FR	7	17	29	39	51	61	71	81	107	171	387	NA	19-060-02588-GER2110394	50
99	119	21.5	60	382	108.077444	40.199934	1038	FR	11	17	27	35	43	53	67	77	107	185	383	NA	19-060-02588-GER2110394	60
103	119	20	65	382	111.677215	38.404935	955	FR	11	19	25	33	41	51	59	73	107	183	377	NA	19-060-02588-GER2110394	65
106	119	20	70	382	113.908084	37.992988	910	FR	11	19	27	31	41	49	59	69	103	199	371	NA	19-060-02588-GER2110394	70
108	119	19	75	382	116.358734	37.67582	860	FR	9	19	25	33	39	47	57	67	101	207	367	NA	19-060-02588-GER2110394	75
112	119	19	80	382	119.778344	37.35686	792	FR	9	15	25	33	39	45	53	63	95	201	369	NA	19-060-02588-GER2110394	80
115	119	19	85	382	122.841598	37.201016	733	FR	9	15	23	31	39	45	53	61	99	227	363	NA	19-060-02588-GER2110394	85
118	119	18	90	382	126.300604	37.172354	669	FR	7	15	21	29	37	45	53	57	101	223	387	NA	19-060-02588-GER2110394	90
121	119	15	95	382	130.564831	34.182532	575	FR	7	13	19	25	31	41	49	55	117	231	383	NA	19-060-02588-GER2110394	95
95	95	29	19	836	97.539489	42.134929	72136	FR	11	23	35	47	59	73	87	103	117	135	297	NA	20-118-02107-GER2106981	0
95	95	28	37	836	99.026012	41.351132	70524	FR	11	23	33	45	57	71	83	99	113	133	299	NA	20-118-02107-GER2106981	37
96	95	28	38	836	99.446059	41.173601	70050	FR	11	21	33	45	57	71	85	99	113	131	297	NA	20-118-02107-GER2106981	38
96	95	27	40	836	100.380768	40.59849	68936	FR	9	21	33	45	55	69	83	97	111	131	299	NA	20-118-02107-GER2106981	40
101	95	25	50	836	105.228711	38.340867	63376	FR	11	19	29	39	51	63	77	91	103	125	301	NA	20-118-02107-GER2106981	50
106	95	23	60	836	110.511932	36.162533	57309	FR	11	19	27	37	47	57	69	83	93	121	303	NA	20-118-02107-GER2106981	60
108	95	22	65	836	113.050704	35.135456	54417	FR	9	19	27	35	45	55	67	77	91	119	303	NA	20-118-02107-GER2106981	65
110	95	21	70	836	115.350829	34.186208	51752	FR	9	17	27	33	43	53	63	75	89	117	301	NA	20-118-02107-GER2106981	70
112	95	20	75	836	117.961567	33.201306	48737	FR	9	17	25	33	41	49	59	69	87	117	305	NA	20-118-02107-GER2106981	75
115	95	20	80	836	120.513061	32.632244	45901	FR	9	15	23	33	41	47	57	67	83	115	309	NA	20-118-02107-GER2106981	80
117	95	19	85	836	123.193697	31.837439	42846	FR	7	15	23	31	39	47	53	63	81	115	311	NA	20-118-02107-GER2106981	85
119	95	18	90	836	125.646862	30.915584	39964	FR	7	15	21	29	37	45	51	59	81	117	313	NA	20-118-02107-GER2106981	90
123	95	17	95	836	129.035658	29.838911	36095	FR	7	15	21	27	35	43	51	57	75	123	315	NA	20-118-02107-GER2106981	95
27	26	3	20	239	27.733813	4.989002	827	FR	1	3	3	5	7	9	11	21	119	195	251	NA	19-206-03890-GER2110199	0
86	61	29.5	37	239	91.246988	38.653462	166	FR	13	25	37	51	59	75	89	97	109	133	289	NA	19-206-03890-GER2110199	37
88	61	28	38	239	93.63522	37.738176	159	FR	13	23	35	49	57	71	83	95	109	129	285	NA	19-206-03890-GER2110199	38
90	61	29	40	239	95.810458	36.799019	153	FR	11	27	37	47	59	69	79	89	105	125	281	NA	19-206-03890-GER2110199	40
95	61	28	50	239	100.340426	34.726036	141	FR	15	27	35	47	57	67	71	79	97	115	271	NA	19-206-03890-GER2110199	50
101.5	61	26.5	60	239	104.929687	33.139453	128	FR	13	23	33	45	53	59	67	81	89	105	259	NA	19-206-03890-GER2110199	60
108	75	23	66	239	109.465517	31.485934	116	FR	9	25	33	41	47	53	67	73	85	91	245	NA	19-206-03890-GER2110199	65
109.5	75	22.5	70	239	111.781818	30.678679	110	FR	9	23	31	39	45	51	61	71	79	89	243	NA	19-206-03890-GER2110199	70
113	75	20	75	239	115.336634	29.491449	101	FR	11	21	29	35	41	51	57	67	77	81	235	NA	19-206-03890-GER2110199	75
120	82	18	80	239	118.698925	28.300709	93	FR	9	17	21	29	37	49	57	67	77	81	239	NA	19-206-03890-GER2110199	80
122	88	17	85	239	121.275862	27.433933	87	FR	7	15	21	27	35	47	53	63	73	75	235	NA	19-206-03890-GER2110199	85
125	130	15	90	239	125.779221	25.935965	77	FR	5	11	15	25	31	41	47	57	65	79	229	NA	19-206-03890-GER2110199	90
126.5	130	14.5	95	239	128.097222	25.21913	72	FR	5	9	13	21	29	37	45	53	61	77	227	NA	19-206-03890-GER2110199	95
27	26	3	20	285	28.36092	5.28853	989	FR	3	3	3	5	7	9	9	17	81	151	265	NA	18-232-02535-GER2106936	0
79	37	29	37	285	87.446429	45.40579	168	FR	15	23	37	45	57	73	81	85	129	187	349	NA	18-232-02535-GER2106936	37
84.5	39	30	38	285	90.639241	44.951668	158	FR	13	25	35	49	59	71	83	91	125	183	339	NA	18-232-02535-GER2106936	38
88	90	28	40	285	94.52381	44.211406	147	FR	5	19	33	49	57	67	77	91	121	175	331	NA	18-232-02535-GER2106936	40
90	90	27	51	285	100.694656	42.913848	131	FR	7	17	33	43	55	61	69	79	119	189	327	NA	18-232-02535-GER2106936	50
97	90	24	60	285	107.973451	41.799577	113	FR	9	17	27	37	49	55	67	75	109	187	313	NA	18-232-02535-GER2106936	60
101	90	20	66	285	113.485149	40.836654	101	FR	11	23	27	33	41	51	59	73	111	179	305	NA	18-232-02535-GER2106936	65
104	90	20	70	285	114.918367	40.611987	98	FR	13	23	29	33	41	51	63	71	111	223	363	NA	18-232-02535-GER2106936	70
112	90	22	76	285	119.818182	40.009351	88	FR	9	21	29	35	45	49	57	69	121	207	347	NA	18-232-02535-GER2106936	75
115	90	22	81	285	122.325301	39.828323	83	FR	9	17	29	35	45	51	57	65	115	201	341	NA	18-232-02535-GER2106936	80
115	90	20	85	285	124.316456	39.802572	79	FR	9	15	27	33	41	51	55	63	121	207	341	NA	18-232-02535-GER2106936	85
119	90	20	90	285	128.521127	39.849667	71	FR	7	13	21	35	41	47	59	59	113	199	333	NA	18-232-02535-GER2106936	90
124	115	18	95	285	134.754098	39.649151	61	FR	7	11	19	27	37	47	53	57	121	189	323	NA	18-232-02535-GER2106936	95
96	26	42	20	578	109.392157	71.850806	2298	FR	15	31	47	67	85	103	123	141	219	323	539	NA	20-304-01149-GER2213092	0
107	96	36	37	578	121.372677	68.27652	1996	FR	15	27	41	55	73	91	109	131	211	329	553	NA	20-304-01149-GER2213092	37
108	96	36	38	578	121.970157	68.146296	1982	FR	15	27	41	57	73	91	109	131	209	327	551	NA	20-304-01149-GER2213092	38
109	96	35	40	578	123.125641	67.900186	1955	FR	15	29	41	57	71	89	109	131	209	333	549	NA	20-304-01149-GER2213092	40
112	96	33	50	578	128.965859	66.735537	1821	FR	13	27	41	51	67	83	101	121	209	339	543	NA	20-304-01149-GER2213092	50
118	96	31	60	578	134.340719	63.652579	1680	FR	15	27	39	51	63	77	95	113	219	331	541	NA	20-304-01149-GER2213092	60
120	96	30	65	578	137.311721	63.205396	1614	FR	13	25	37	49	61	75	91	111	219	331	537	NA	20-304-01149-GER2213092	65
124	96	31	70	578	140.046632	62.849678	1554	FR	13	27	37	49	63	75	89	109	215	323	539	NA	20-304-01149-GER2213092	70
125	96	30	75	578	142.794474	62.572921	1494	FR	13	25	35	49	61	73	85	111	219	329	557	NA	20-304-01149-GER2213092	75
128	96	30	80	578	145.704433	62.364907	1431	FR	11	23	37	47	61	73	83	127	221	327	551	NA	20-304-01149-GER2213092	80
131	96	29	85	578	149.077037	62.178394	1360	FR	13	25	35	47	59	71	83	129	217	321	559	NA	20-304-01149-GER2213092	85
133	96	28	90	578	152.44664	60.791474	1278	FR	11	21	33	45	57	69	81	133	241	319	569	NA	20-304-01149-GER2213092	90
138	96	28	95	578	157.378903	61.964891	1195	FR	11	21	33	45	57	69	83	129	235	339	561	NA	20-304-01149-GER2213092	95
111	110	40	20	7511	125.644076	73.059322	120257	FR	15	31	45	63	81	99	119	143	233	337	603	NA	20-125-01480-GER2106948	0
112	110	40	37	7511	127.119014	72.72097	118399	FR	15	31	45	63	81	99	117	141	235	337	607	NA	20-125-01480-GER2106948	37
112	110	40	38	7511	127.58491	72.618702	117792	FR	15	29	45	63	81	99	117	139	235	339	609	NA	20-125-01480-GER2106948	38
113	110	39	40	7511	128.869849	72.010029	115966	FR	15	29	45	61	79	97	115	139	235	339	609	NA	20-125-01480-GER2106948	40
118	110	36	50	7511	134.119085	69.705465	108656	FR	15	29	43	59	73	93	111	129	237	339	613	NA	20-125-01480-GER2106948	50
123	110	34	60	7511	139.627943	67.587117	101108	FR	15	27	43	57	69	85	105	123	233	339	615	NA	20-125-01480-GER2106948	60
126	110	33	65	7511	142.67995	66.548651	97051	FR	15	29	41	55	67	83	101	121	231	339	619	NA	20-125-01480-GER2106948	65
128	110	33	70	7511	145.68094	66.296858	93476	FR	15	27	41	53	67	81	97	117	233	339	619	NA	20-125-01480-GER2106948	70
131	110	32	75	7511	148.906473	65.380124	89360	FR	15	27	41	51	65	79	95	113	235	337	621	NA	20-125-01480-GER2106948	75
133	110	32	80	7511	151.471944	65.21443	86362	FR	15	27	39	51	65	77	93	117	239	339	621	NA	20-125-01480-GER2106948	80
137	110	31	85	7511	154.860008	64.533336	82203	FR	15	27	37	51	63	77	91	121	239	335	623	NA	20-125-01480-GER2106948	85
140	110	30	90	7511	157.743573	63.780601	78612	FR	15	25	39	51	61	75	91	125	239	335	627	NA	20-125-01480-GER2106948	90
143	110	30	95	7511	161.806515	63.835957	74223	FR	13	25	37	49	61	73	87	133	243	337	631	NA	20-125-01480-GER2106948	95
27	26	3	20	344	27.808354	4.94976	446	FR	1	3	3	5	7	7	9	15	31	151	213	NA	19-148-02558-GER2106800	0
86	37	32.5	37	344	86.633333	50.317624	60	FR	13	29	41	53	65	81	91	95	99	99	517	NA	19-148-02558-GER2106800	37
91.5	106	31	38	344	90.178571	50.239827	56	FR	13	23	31	51	61	71	93	101	105	107	507	NA	19-148-02558-GER2106800	38
98.5	106	21	40	344	91.326531	34.852898	50	FR	11	17	19	31	43	63	77	89	115	117	493	NA	19-148-02558-GER2106800	40
103.5	106	17.5	54	344	101.02439	29.440183	42	FR	7	7	21	31	35	47	53	79	93	99	483	NA	19-148-02558-GER2106800	50
106	106	15	60	344	105.891892	26.704956	38	FR	1	7	15	27	29	41	45	57	91	209	477	NA	19-148-02558-GER2106800	60
106	106	13.5	66	344	108.485714	25.03923	36	FR	1	7	13	27	27	41	43	53	73	209	477	NA	19-148-02558-GER2106800	65
106	106	13	78	344	109.735294	24.282815	35	FR	1	5	13	25	27	35	41	47	57	209	477	NA	19-148-02558-GER2106800	70
106	106	13	78	344	109.735294	24.282815	35	FR	1	5	13	25	27	35	41	47	57	209	477	NA	19-148-02558-GER2106800	75
106	106	13	80	344	110.69697	23.992818	34	FR	1	5	13	25	27	35	41	47	57	209	477	NA	19-148-02558-GER2106800	80
106.5	106	13	85	344	112.548387	23.565283	32	FR	1	5	13	19	27	33	41	43	57	209	477	NA	19-148-02558-GER2106800	85
