MEDIAN_INSERT_SIZE	MODE_INSERT_SIZE	MEDIAN_ABSOLUTE_DEVIATION	MIN_INSERT_SIZE	MAX_INSERT_SIZE	MEAN_INSERT_SIZE	STANDARD_DEVIATION	READ_PAIRS	PAIR_ORIENTATION	WIDTH_OF_10_PERCENT	WIDTH_OF_20_PERCENT	WIDTH_OF_30_PERCENT	WIDTH_OF_40_PERCENT	WIDTH_OF_50_PERCENT	WIDTH_OF_60_PERCENT	WIDTH_OF_70_PERCENT	WIDTH_OF_80_PERCENT	WIDTH_OF_90_PERCENT	WIDTH_OF_95_PERCENT	WIDTH_OF_99_PERCENT	LIBRARY	SAMPLE_NAME	TARGET_REGION
33	33	4	23	287	32.83871	8.317465	108	FR	1	1	1	5	9	17	19	21	117	173	257	NA	18-229-01981-GER2110528	NC001526.4:7603-7900
26	26	0.5	24	27	25.75	1.13818	12	FR	1	1	1	1	1	3	3	5	5	5	5	NA	18-229-01981-GER2110528	X74477.1:109-559
27	27	0	27	27	27	?	1	FR	1	1	1	1	1	1	1	1	1	1	1	NA	18-229-01981-GER2110528	X74477.1:5600-7109
24.5	24	0.5	24	25	24.5	0.707107	2	FR	1	1	1	1	1	3	3	3	3	3	3	NA	18-229-01981-GER2110528	X74477.1:561-861
27.5	28	1.5	23	29	26.833333	2.167249	12	FR	1	3	3	3	3	5	5	5	9	9	9	NA	18-232-01759-GER2213133	J04353.1:107-557
34.5	33	10.5	23	55	35.9375	9.746581	16	FR	3	3	3	9	21	23	23	25	27	43	43	NA	18-232-01759-GER2213133	J04353.1:5551-7066
25	25	0	25	26	25	0	8	FR	1	1	1	1	1	1	3	3	3	3	3	NA	18-232-01759-GER2213133	J04353.1:559-856
32	32	0	27	34	31.272727	1.489356	12	FR	1	1	1	1	1	3	3	3	5	11	11	NA	18-232-01759-GER2213133	M12732.1:108-558
27	27	1	21	37	27.5	4.12068	26	FR	1	1	1	1	3	7	11	13	15	17	21	NA	18-232-01759-GER2213133	M12732.1:5593-7093
26	26	0.5	25	27	26	0.816497	4	FR	1	1	1	1	1	3	3	3	3	3	3	NA	18-232-01759-GER2213133	M12732.1:572-866
24	24	1	20	34	23.833935	2.752049	277	FR	1	1	3	3	3	3	7	9	11	11	17	NA	18-232-01759-GER2213133	NC001357.1:104-581
34.5	21	3.5	21	38	31.166667	7.673251	12	FR	3	3	7	7	9	9	27	27	27	27	27	NA	18-232-01759-GER2213133	NC001357.1:5429-7136
26	26	1	19	34	25.468265	1.5607	709	FR	1	1	1	1	3	3	3	3	5	9	15	NA	18-232-01759-GER2213133	NC001357.1:589-907
25	25	0	21	34	24.720251	0.69142	604	FR	1	1	1	1	1	1	3	3	5	13	13	NA	18-232-01759-GER2213133	NC001357.1:913-2887
91	120	29	28	374	94.420118	40.733538	1859	FR	9	27	37	53	59	73	79	93	109	139	281	NA	18-232-01759-GER2213133	NC001526.4:1-1950
100	151	32	19	387	103.970113	44.409699	6625	FR	11	21	33	49	65	79	89	103	123	161	313	NA	18-232-01759-GER2213133	NC001526.4:1891-2989
86	40	28	25	506	91.345458	42.18497	4703	FR	15	23	35	49	57	69	81	93	117	155	291	NA	18-232-01759-GER2213133	NC001526.4:2985-3237
73	73	0	73	73	73	?	1	FR	1	1	1	1	1	1	1	1	1	1	1	NA	18-232-01759-GER2213133	NC001526.4:3372-4794
93	44	29	34	492	94.474502	42.99009	8885	FR	11	23	35	47	59	71	83	99	117	143	293	NA	18-232-01759-GER2213133	NC001526.4:4774-6292
89	54	29	21	599	96.580706	46.239051	13306	FR	11	21	31	45	59	71	85	101	129	193	337	NA	18-232-01759-GER2213133	NC001526.4:7124-7601
91	57	29	23	490	96.385391	42.785944	13297	FR	11	23	35	47	59	71	85	99	117	155	297	NA	18-232-01759-GER2213133	NC001526.4:7603-7900
26	26	1	20	27	25.166667	2.007339	18	FR	1	1	1	1	3	3	5	5	11	13	13	NA	18-232-01759-GER2213133	X74477.1:109-559
51	55	5	22	61	48.81203	7.480429	133	FR	5	7	7	9	11	11	17	23	27	29	31	NA	18-232-01759-GER2213133	X74477.1:5600-7109
34.5	31	4.5	26	61	40.029412	11.199257	34	FR	7	7	7	7	9	17	19	41	53	53	55	NA	18-232-01759-GER2213133	X74477.1:561-861
28	28	1	20	34	26.3525	2.57387	400	FR	1	1	1	3	3	5	9	11	11	11	15	NA	18-232-02420-GER2110261	J04353.1:107-557
33	33	2	19	39	30.705882	5.572411	51	FR	1	3	3	5	5	7	13	21	21	25	29	NA	18-232-02420-GER2110261	J04353.1:5551-7066
25	25	0	19	30	24.233333	1.633345	41	FR	1	1	1	1	1	3	3	7	9	9	13	NA	18-232-02420-GER2110261	J04353.1:559-856
32	32	1	23	79	31.621212	2.117801	67	FR	1	1	1	1	3	3	3	5	9	13	95	NA	18-232-02420-GER2110261	M12732.1:108-558
26	26	4	19	36	26.382609	4.504545	115	FR	1	1	3	5	9	11	11	13	15	17	19	NA	18-232-02420-GER2110261	M12732.1:5593-7093
25	25	2	21	30	24.619048	2.69214	21	FR	1	1	1	1	5	7	7	9	9	11	11	NA	18-232-02420-GER2110261	M12732.1:572-866
24	23	1	19	35	24.992949	2.894166	1704	FR	1	3	3	3	3	5	7	11	11	13	17	NA	18-232-02420-GER2110261	NC001357.1:104-581
36	37	2	21	44	33.810811	5.68493	111	FR	3	3	3	5	5	5	7	9	31	31	31	NA	18-232-02420-GER2110261	NC001357.1:5429-7136
26	26	0	19	41	25.411925	1.265453	4991	FR	1	1	1	1	1	3	3	3	7	11	17	NA	18-232-02420-GER2110261	NC001357.1:589-907
25	25	0	19	36	24.735268	0.654344	12385	FR	1	1	1	1	1	3	3	5	13	13	13	NA	18-232-02420-GER2110261	NC001357.1:913-2887
77	47	27	28	598	90.137958	50.779659	6395	FR	13	25	35	47	55	65	79	99	173	249	363	NA	18-232-02420-GER2110261	NC001526.4:1-1950
100	95	33	19	510	107.369937	50.836509	12645	FR	11	21	33	55	67	81	99	115	137	195	359	NA	18-232-02420-GER2110261	NC001526.4:1891-2989
95	95	32	20	510	100.14972	49.156477	9456	FR	11	27	39	53	65	73	79	101	127	179	371	NA	18-232-02420-GER2110261	NC001526.4:2985-3237
96	110	31	21	615	100.227194	49.580028	25317	FR	17	29	39	55	63	79	91	109	129	173	379	NA	18-232-02420-GER2110261	NC001526.4:4774-6292
92	95	30	19	699	101.325462	53.685081	40925	FR	9	21	31	47	61	77	91	111	141	249	429	NA	18-232-02420-GER2110261	NC001526.4:7124-7601
89	39	35	21	593	98.806291	52.131675	36475	FR	13	25	39	53	71	87	101	113	135	209	381	NA	18-232-02420-GER2110261	NC001526.4:7603-7900
26	26	0	19	33	25.230366	1.855098	221	FR	1	1	1	1	1	1	1	3	5	13	15	NA	18-232-02420-GER2110261	X74477.1:109-559
51	56	5	22	62	48.426966	8.272781	445	FR	5	7	9	9	11	13	17	23	27	33	59	NA	18-232-02420-GER2110261	X74477.1:5600-7109
31	31	4	24	43	31.736842	6.144936	19	FR	1	1	1	1	9	13	13	15	25	25	25	NA	18-232-02420-GER2110261	X74477.1:561-861
28	28	1	21	38	26.571429	2.936835	49	FR	1	1	1	1	3	7	7	11	11	15	21	NA	18-232-02535-GER2106936	J04353.1:107-557
28.5	23	5.5	23	37	28.8	5.996295	10	FR	9	11	11	11	11	11	13	13	13	19	19	NA	18-232-02535-GER2106936	J04353.1:5551-7066
25	25	0.5	22	27	25.333333	1.302678	12	FR	1	1	1	1	1	3	3	5	5	7	7	NA	18-232-02535-GER2106936	J04353.1:559-856
32	32	0.5	26	37	31.1875	2.663801	16	FR	1	1	1	1	1	3	3	9	13	13	13	NA	18-232-02535-GER2106936	M12732.1:108-558
24.5	24	2.5	21	39	26.533333	4.754188	30	FR	1	1	1	5	7	7	7	17	19	23	31	NA	18-232-02535-GER2106936	M12732.1:5593-7093
25	25	0	25	30	25	0	4	FR	1	1	1	1	1	1	1	11	11	11	11	NA	18-232-02535-GER2106936	M12732.1:572-866
23	23	1	19	33	23.835749	2.656634	414	FR	1	1	1	3	3	3	7	7	13	13	15	NA	18-232-02535-GER2106936	NC001357.1:104-581
34.5	37	2.5	21	37	33.214286	5.493753	14	FR	3	3	3	5	7	7	7	7	27	27	27	NA	18-232-02535-GER2106936	NC001357.1:5429-7136
26	26	1	19	40	25.622378	1.80146	1002	FR	1	1	1	1	3	3	3	3	7	9	17	NA	18-232-02535-GER2106936	NC001357.1:589-907
25	25	0	19	35	24.694215	0.722011	1407	FR	1	1	1	1	1	1	3	5	13	13	13	NA	18-232-02535-GER2106936	NC001357.1:913-2887
35	30	5	28	130	36.428571	8.464535	16	FR	3	3	3	11	11	15	19	37	107	191	191	NA	18-232-02535-GER2106936	NC001526.4:1-1950
21	19	2	19	218	22.130841	4.023713	129	FR	3	3	5	5	5	11	11	15	155	233	389	NA	18-232-02535-GER2106936	NC001526.4:1891-2989
26	25	1	25	150	26.140625	2.022627	84	FR	1	3	3	3	3	3	3	45	145	201	249	NA	18-232-02535-GER2106936	NC001526.4:2985-3237
45	37	8	21	148	49.811765	18.591149	87	FR	7	9	11	15	17	17	27	31	79	129	207	NA	18-232-02535-GER2106936	NC001526.4:4774-6292
26	25	1	21	285	25.742972	1.547045	301	FR	1	3	3	3	3	3	5	7	107	171	317	NA	18-232-02535-GER2106936	NC001526.4:7124-7601
33	33	3	23	253	33.721925	6.755141	216	FR	1	1	3	5	7	9	15	21	115	173	253	NA	18-232-02535-GER2106936	NC001526.4:7603-7900
26	27	1	20	28	25.677419	1.93885	31	FR	1	1	1	3	3	3	3	5	7	11	13	NA	18-232-02535-GER2106936	X74477.1:109-559
66.5	22	44.5	22	111	66.5	62.932504	2	FR	89	89	89	89	89	91	91	91	91	91	91	NA	18-232-02535-GER2106936	X74477.1:5600-7109
24	24	0	24	26	24	0	6	FR	1	1	1	1	1	1	3	3	5	5	5	NA	18-232-02535-GER2106936	X74477.1:561-861
28	28	1	23	30	27.12	2.386071	25	FR	1	1	1	3	3	5	5	7	11	11	11	NA	18-232-02762-GER2110262	J04353.1:107-557
24	24	1	23	39	26	4.690416	5	FR	1	1	1	1	3	3	19	19	31	31	31	NA	18-232-02762-GER2110262	J04353.1:5551-7066
25	25	0	22	27	24.571429	1.133893	8	FR	1	1	1	1	1	1	1	5	7	7	7	NA	18-232-02762-GER2110262	J04353.1:559-856
31	31	0	31	32	31	0	3	FR	1	1	1	1	1	1	3	3	3	3	3	NA	18-232-02762-GER2110262	M12732.1:108-558
26	27	1	21	32	25.636364	2.421048	22	FR	1	1	3	3	3	3	5	9	9	11	13	NA	18-232-02762-GER2110262	M12732.1:5593-7093
24	24	1	20	39	24.259179	2.628061	465	FR	1	1	1	3	3	3	7	9	11	11	15	NA	18-232-02762-GER2110262	NC001357.1:104-581
21	21	2	19	41	28.052632	8.037922	19	FR	1	1	1	1	5	27	29	31	37	41	41	NA	18-232-02762-GER2110262	NC001357.1:5429-7136
25	25	1	19	40	25.450297	1.480301	1349	FR	1	1	1	1	3	3	3	3	5	9	13	NA	18-232-02762-GER2110262	NC001357.1:589-907
25	25	0	20	36	24.78125	0.632919	923	FR	1	1	1	1	1	1	1	3	5	13	13	NA	18-232-02762-GER2110262	NC001357.1:913-2887
88	45	39	29	130	77.6875	36.141793	16	FR	1	15	35	53	73	85	87	89	117	119	119	NA	18-232-02762-GER2110262	NC001526.4:1-1950
26	19	7	19	222	33.321739	23.58246	156	FR	9	11	13	15	15	75	137	155	201	251	277	NA	18-232-02762-GER2110262	NC001526.4:1891-2989
40	25	15	25	222	59.096774	38.053332	63	FR	5	13	25	29	31	31	101	127	167	181	365	NA	18-232-02762-GER2110262	NC001526.4:2985-3237
81.5	49	32.5	31	162	80.322785	34.268009	158	FR	23	33	43	59	65	69	77	87	95	119	151	NA	18-232-02762-GER2110262	NC001526.4:4774-6292
29	25	4	21	273	31.871345	11.094028	249	FR	1	5	9	9	9	37	93	131	187	233	287	NA	18-232-02762-GER2110262	NC001526.4:7124-7601
54.5	33	23.5	24	275	72.525253	50.195727	198	FR	11	29	37	43	47	59	69	113	177	229	371	NA	18-232-02762-GER2110262	NC001526.4:7603-7900
26	26	0	24	28	25.6	0.843274	12	FR	1	1	1	1	1	1	3	5	5	5	5	NA	18-232-02762-GER2110262	X74477.1:109-559
35	27	8	27	47	36	10.519823	4	FR	17	17	17	17	17	17	17	25	25	25	25	NA	18-232-02762-GER2110262	X74477.1:5600-7109
25	24	1	24	26	25	1.414214	2	FR	3	3	3	3	3	3	3	3	3	3	3	NA	18-232-02762-GER2110262	X74477.1:561-861
28.5	29	0.5	23	34	27.789474	2.070398	20	FR	1	1	1	3	3	3	3	7	9	11	13	NA	18-234-01139-GER2106885	J04353.1:107-557
24	24	1	23	33	27.4	5.128353	5	FR	1	1	1	1	3	3	19	19	19	19	19	NA	18-234-01139-GER2106885	J04353.1:5551-7066
25	25	0	25	29	25	0	15	FR	1	1	1	1	1	1	1	1	1	9	9	NA	18-234-01139-GER2106885	J04353.1:559-856
32	32	0.5	31	33	32.166667	0.752773	6	FR	1	1	1	1	1	3	3	3	3	3	3	NA	18-234-01139-GER2106885	M12732.1:108-558
25.5	21	1.5	21	35	25.166667	3.950451	12	FR	3	3	3	5	5	7	9	9	9	21	21	NA	18-234-01139-GER2106885	M12732.1:5593-7093
24	23	1	19	36	24.243373	2.938344	417	FR	1	1	3	3	3	3	9	9	11	13	15	NA	18-234-01139-GER2106885	NC001357.1:104-581
33	21	5	21	38	29.923077	7.532834	13	FR	1	3	3	9	11	11	25	25	25	25	25	NA	18-234-01139-GER2106885	NC001357.1:5429-7136
25	25	0	19	38	24.827404	0.855211	1338	FR	1	1	1	1	1	3	3	3	5	9	13	NA	18-234-01139-GER2106885	NC001357.1:589-907
25	25	0	20	35	24.818278	0.572346	1198	FR	1	1	1	1	1	1	3	3	7	13	13	NA	18-234-01139-GER2106885	NC001357.1:913-2887
30	28	2	28	38	32	5.291503	3	FR	1	1	1	5	5	5	17	17	17	17	17	NA	18-234-01139-GER2106885	NC001526.4:1-1950
20	19	1	19	26	20.842105	2.312925	57	FR	1	1	3	3	3	3	3	3	13	13	13	NA	18-234-01139-GER2106885	NC001526.4:1891-2989
26	25	1	21	37	26.605263	2.936623	40	FR	1	3	3	3	3	3	3	7	19	19	23	NA	18-234-01139-GER2106885	NC001526.4:2985-3237
48	37	4	37	61	45.647059	7.339458	17	FR	1	3	3	5	9	21	23	23	23	27	27	NA	18-234-01139-GER2106885	NC001526.4:4774-6292
26	25	1	21	51	26.456522	1.866665	185	FR	1	3	3	3	3	5	5	7	7	7	13	NA	18-234-01139-GER2106885	NC001526.4:7124-7601
33	33	2	23	96	31.521127	4.705192	72	FR	1	1	1	3	5	7	9	17	19	21	127	NA	18-234-01139-GER2106885	NC001526.4:7603-7900
26	26	0	19	27	24.875	2.446085	18	FR	1	1	1	1	1	1	1	3	13	15	15	NA	18-234-01139-GER2106885	X74477.1:109-559
24.5	24	0.5	24	25	24.5	0.707107	2	FR	1	1	1	1	1	3	3	3	3	3	3	NA	18-234-01139-GER2106885	X74477.1:561-861
28	28	0	22	29	27.222222	1.986063	13	FR	1	1	1	1	1	3	3	3	3	13	13	NA	18-234-02359-GER2213136	J04353.1:107-557
27	20	5	20	34	27	6.218253	4	FR	7	7	7	7	7	15	15	15	15	15	15	NA	18-234-02359-GER2213136	J04353.1:5551-7066
25	25	0	25	25	25	0	4	FR	1	1	1	1	1	1	1	1	1	1	1	NA	18-234-02359-GER2213136	J04353.1:559-856
32	32	0	31	32	31.666667	0.57735	3	FR	1	1	1	1	1	1	3	3	3	3	3	NA	18-234-02359-GER2213136	M12732.1:108-558
24.5	26	1.5	21	26	24	2.44949	4	FR	3	3	5	5	5	5	5	7	7	7	7	NA	18-234-02359-GER2213136	M12732.1:5593-7093
24	23	1	19	32	24.069767	2.634465	129	FR	1	1	1	3	3	3	3	9	11	11	15	NA	18-234-02359-GER2213136	NC001357.1:104-581
21	21	0	21	37	21	0	7	FR	1	1	1	1	1	1	1	27	33	33	33	NA	18-234-02359-GER2213136	NC001357.1:5429-7136
25	25	0	19	35	24.69469	1.162246	401	FR	1	1	1	1	1	3	3	3	5	7	13	NA	18-234-02359-GER2213136	NC001357.1:589-907
25	25	0	20	31	24.699634	0.838788	330	FR	1	1	1	1	1	1	1	3	5	13	13	NA	18-234-02359-GER2213136	NC001357.1:913-2887
86	54	32	31	491	92.564155	44.172865	1476	FR	11	21	37	47	65	69	79	91	131	179	311	NA	18-234-02359-GER2213136	NC001526.4:1-1950
102	95	29	19	503	108.106036	47.765464	5457	FR	13	21	29	43	59	69	85	103	129	199	359	NA	18-234-02359-GER2213136	NC001526.4:1891-2989
91	40	30	22	466	94.926047	44.575098	3682	FR	11	21	37	47	61	71	83	99	119	161	325	NA	18-234-02359-GER2213136	NC001526.4:2985-3237
97	111	27	22	571	98.367731	44.666302	6800	FR	9	19	29	39	55	65	81	101	119	143	377	NA	18-234-02359-GER2213136	NC001526.4:4774-6292
91	54	27	20	598	98.742049	47.723035	9957	FR	9	19	31	43	55	67	81	101	129	219	363	NA	18-234-02359-GER2213136	NC001526.4:7124-7601
93	94	29	23	526	98.542363	44.863921	9885	FR	11	21	33	45	59	75	87	103	117	157	305	NA	18-234-02359-GER2213136	NC001526.4:7603-7900
26	26	0	19	26	23.666667	3.614784	6	FR	1	1	1	1	1	1	15	15	15	15	15	NA	18-234-02359-GER2213136	X74477.1:109-559
51	53	4	22	67	48.278261	8.370319	115	FR	3	5	7	9	9	13	21	23	27	33	57	NA	18-234-02359-GER2213136	X74477.1:5600-7109
31	31	1	30	45	32.5	3.696846	5	FR	1	1	1	1	3	3	15	15	29	29	29	NA	18-234-02359-GER2213136	X74477.1:561-861
28	28	0	22	31	26.769231	1.924738	31	FR	1	1	1	1	1	3	5	7	7	11	13	NA	18-234-04647-GER2110254	J04353.1:107-557
24	23	1	23	35	26	5.354126	5	FR	1	1	3	3	3	3	21	21	23	23	23	NA	18-234-04647-GER2110254	J04353.1:5551-7066
25	25	1.5	22	28	25	2.44949	4	FR	1	1	1	1	1	7	7	7	7	7	7	NA	18-234-04647-GER2110254	J04353.1:559-856
75	36	21	36	130	74.133333	28.896037	15	FR	7	11	19	31	43	49	55	77	101	111	111	NA	18-234-04647-GER2110254	M12732.1:108-558
54.5	24	28.5	21	175	67.184211	44.278514	38	FR	11	13	19	37	57	61	67	99	191	241	243	NA	18-234-04647-GER2110254	M12732.1:5593-7093
86	59	25	25	204	89.272727	39.238273	33	FR	3	15	19	33	51	59	93	99	121	123	237	NA	18-234-04647-GER2110254	M12732.1:572-866
138	131	6.5	131	204	135.666667	7.234178	4	FR	13	13	13	13	13	15	15	133	133	133	133	NA	18-234-04647-GER2110254	M12732.1:878-2813
24	23	1	20	35	24.419023	2.713416	390	FR	1	1	3	3	3	3	7	9	11	11	15	NA	18-234-04647-GER2110254	NC001357.1:104-581
37	37	2	21	40	33.625	7.927123	8	FR	1	1	1	3	3	7	7	33	33	33	33	NA	18-234-04647-GER2110254	NC001357.1:5429-7136
25	25	1	19	34	25.58009	1.631027	1336	FR	1	1	1	1	3	3	3	3	5	9	17	NA	18-234-04647-GER2110254	NC001357.1:589-907
25	25	0	20	33	24.749129	0.653979	1126	FR	1	1	1	1	1	1	3	3	7	13	13	NA	18-234-04647-GER2110254	NC001357.1:913-2887
83	105	29	37	167	87.95122	38.95828	41	FR	7	23	41	45	59	75	85	93	123	139	169	NA	18-234-04647-GER2110254	NC001526.4:1-1950
85	19	47	19	377	85.457627	62.200451	236	FR	19	29	49	77	95	115	129	133	133	245	399	NA	18-234-04647-GER2110254	NC001526.4:1891-2989
71	25	34	21	228	74.043165	44.250583	139	FR	11	25	31	49	69	93	93	97	117	179	259	NA	18-234-04647-GER2110254	NC001526.4:2985-3237
95	100	30	31	303	91.812766	39.321254	470	FR	11	21	33	49	61	73	85	103	115	129	223	NA	18-234-04647-GER2110254	NC001526.4:4774-6292
67	25	38	22	325	73.174118000000007	46.947359	425	FR	15	29	43	57	77	79	85	87	133	159	317	NA	18-234-04647-GER2110254	NC001526.4:7124-7601
69.5	33	33.5	23	259	74.626374	42.379279	364	FR	15	29	45	59	67	73	79	91	135	157	237	NA	18-234-04647-GER2110254	NC001526.4:7603-7900
26	26	0	19	27	25.3125	1.956826	17	FR	1	1	1	1	1	1	1	1	9	15	15	NA	18-234-04647-GER2110254	X74477.1:109-559
51	23	3	23	54	42.666667	17.097758	3	FR	1	1	1	7	7	7	57	57	57	57	57	NA	18-234-04647-GER2110254	X74477.1:5600-7109
28	24	4	24	32	28	5.656854	2	FR	9	9	9	9	9	9	9	9	9	9	9	NA	18-234-04647-GER2110254	X74477.1:561-861
28	28	1	23	35	27.666667	2.516611	21	FR	1	1	1	1	3	3	5	7	9	11	15	NA	18-235-03501-GER2106926	J04353.1:107-557
45	47	2	23	53	43.544304	6.134805	79	FR	1	3	5	5	5	7	9	13	17	43	45	NA	18-235-03501-GER2106926	J04353.1:5551-7066
25	25	0.5	21	27	25.208333	1.318074	24	FR	1	1	1	1	1	3	3	3	5	7	9	NA	18-235-03501-GER2106926	J04353.1:559-856
32	32	0.5	31	33	31.75	0.707107	8	FR	1	1	1	1	1	3	3	3	3	3	3	NA	18-235-03501-GER2106926	M12732.1:108-558
25	21	3	21	39	25.5	4.788379	22	FR	3	3	5	5	7	9	9	9	15	15	29	NA	18-235-03501-GER2106926	M12732.1:5593-7093
26	26	1	25	28	26.6	1.341641	5	FR	1	1	1	1	3	3	5	5	5	5	5	NA	18-235-03501-GER2106926	M12732.1:572-866
24	24	1	20	36	24.047619	2.794029	295	FR	1	1	1	3	3	3	7	9	11	13	17	NA	18-235-03501-GER2106926	NC001357.1:104-581
22	21	1	21	38	21.1	0.316228	19	FR	3	3	3	3	3	31	31	31	31	33	33	NA	18-235-03501-GER2106926	NC001357.1:5429-7136
25	25	1	19	40	25.512168	1.848008	908	FR	1	1	1	1	3	3	3	3	7	9	19	NA	18-235-03501-GER2106926	NC001357.1:589-907
25	25	0	20	34	24.728732	0.686521	793	FR	1	1	1	1	1	1	3	5	5	13	13	NA	18-235-03501-GER2106926	NC001357.1:913-2887
93	120	34	34	279	94.968889	43.470006	675	FR	13	23	41	55	69	79	93	105	117	149	281	NA	18-235-03501-GER2106926	NC001526.4:1-1950
98	95	29	19	358	100.829718	42.159661	2443	FR	9	19	31	45	59	73	85	107	119	155	277	NA	18-235-03501-GER2106926	NC001526.4:1891-2989
78	25	28	25	305	82.090039	40.845234	1777	FR	13	29	35	43	57	69	79	103	107	131	301	NA	18-235-03501-GER2106926	NC001526.4:2985-3237
57	57	0	52	57	55.333333	2.886751	3	FR	1	1	1	1	1	1	11	11	11	11	11	NA	18-235-03501-GER2106926	NC001526.4:3372-4794
91	124	25	27	331	91.940282	37.682977	4538	FR	9	21	29	41	51	61	75	91	107	125	253	NA	18-235-03501-GER2106926	NC001526.4:4774-6292
88	25	28	22	388	90.320297	40.762215	4987	FR	11	19	29	43	57	69	79	95	119	129	299	NA	18-235-03501-GER2106926	NC001526.4:7124-7601
87	96	27	21	321	90.964206	38.728627	4470	FR	11	19	29	41	55	69	85	99	113	129	243	NA	18-235-03501-GER2106926	NC001526.4:7603-7900
26	26	0	19	36	25	2.44949	18	FR	1	1	1	1	1	1	3	5	15	21	21	NA	18-235-03501-GER2106926	X74477.1:109-559
51	51	7	23	73	52.757895	10.95029	95	FR	3	5	7	9	15	21	25	31	39	43	57	NA	18-235-03501-GER2106926	X74477.1:5600-7109
31	31	5	24	43	31.272727	5.605192	11	FR	1	1	1	1	11	11	13	13	15	25	25	NA	18-235-03501-GER2106926	X74477.1:561-861
27	27	2	23	29	26.384615	2.292686	13	FR	1	1	3	5	5	5	7	7	9	9	9	NA	18-239-00978-GER2106905	J04353.1:107-557
23	23	1	19	33	24.4	5.176872	5	FR	1	1	1	1	3	3	9	9	21	21	21	NA	18-239-00978-GER2106905	J04353.1:5551-7066
25	25	0	22	25	24.454545	1.21356	11	FR	1	1	1	1	1	1	1	1	7	7	7	NA	18-239-00978-GER2106905	J04353.1:559-856
57.5	32	25	32	125	69.25	39.398151	8	FR	27	29	45	49	49	51	73	129	137	137	137	NA	18-239-00978-GER2106905	M12732.1:108-558
43.5	27	18.5	24	153	59.363636	39.998268	22	FR	23	33	33	35	35	41	61	99	161	183	221	NA	18-239-00978-GER2106905	M12732.1:5593-7093
38.5	25	15	22	126	52.875	36.798437	8	FR	21	23	27	27	27	33	59	87	177	177	177	NA	18-239-00978-GER2106905	M12732.1:572-866
24	23	1	20	35	23.888179	2.965121	315	FR	1	1	3	3	3	5	9	9	11	11	17	NA	18-239-00978-GER2106905	NC001357.1:104-581
35.5	21	6	21	48	33	8.909804	14	FR	5	5	5	7	13	17	27	29	29	29	29	NA	18-239-00978-GER2106905	NC001357.1:5429-7136
26	26	1	19	41	25.632979	1.603384	753	FR	1	1	1	1	3	3	3	3	7	9	15	NA	18-239-00978-GER2106905	NC001357.1:589-907
25	25	0	20	34	24.75387	0.677278	829	FR	1	1	1	1	1	1	3	3	7	13	17	NA	18-239-00978-GER2106905	NC001357.1:913-2887
29	29	0	29	79	29	0	3	FR	1	1	1	1	1	1	101	101	101	101	101	NA	18-239-00978-GER2106905	NC001526.4:1-1950
20	19	1	19	27	20.966667	2.393258	60	FR	1	1	3	3	3	3	3	5	13	13	15	NA	18-239-00978-GER2106905	NC001526.4:1891-2989
26	25	1	21	36	26.058824	2.145343	34	FR	1	1	3	3	3	3	3	3	3	11	21	NA	18-239-00978-GER2106905	NC001526.4:2985-3237
45	37	5	27	54	43.054054	6.40289	37	FR	7	7	9	9	11	15	17	17	17	25	37	NA	18-239-00978-GER2106905	NC001526.4:4774-6292
25	25	1	21	37	25.917808	1.642147	147	FR	1	1	1	1	3	3	3	7	9	9	15	NA	18-239-00978-GER2106905	NC001526.4:7124-7601
33	33	2.5	23	41	32.222222	3.929743	72	FR	1	1	1	3	5	7	9	9	17	19	21	NA	18-239-00978-GER2106905	NC001526.4:7603-7900
26	27	1	19	28	25.083333	2.874918	12	FR	1	1	3	3	3	5	5	5	13	15	15	NA	18-239-00978-GER2106905	X74477.1:109-559
23	23	0	23	23	23	?	1	FR	1	1	1	1	1	1	1	1	1	1	1	NA	18-239-00978-GER2106905	X74477.1:5600-7109
24	24	0	24	24	24	?	1	FR	1	1	1	1	1	1	1	1	1	1	1	NA	18-239-00978-GER2106905	X74477.1:561-861
28	28	1	23	30	27.684211	1.733738	19	FR	1	1	1	1	3	3	3	5	7	11	11	NA	18-239-01105-GER2110259	J04353.1:107-557
24	24	1	19	36	23.875	4.189698	9	FR	1	1	1	1	3	9	11	19	25	25	25	NA	18-239-01105-GER2110259	J04353.1:5551-7066
25	25	0	25	28	25	0	11	FR	1	1	1	1	1	1	1	3	3	7	7	NA	18-239-01105-GER2110259	J04353.1:559-856
32	32	0	31	42	31.916667	0.288675	15	FR	1	1	1	1	1	1	1	3	9	21	21	NA	18-239-01105-GER2110259	M12732.1:108-558
26	25	1.5	21	35	26.5	4.016632	16	FR	1	3	3	3	3	5	11	11	15	19	19	NA	18-239-01105-GER2110259	M12732.1:5593-7093
25	23	2	23	27	25	2	3	FR	1	1	1	5	5	5	5	5	5	5	5	NA	18-239-01105-GER2110259	M12732.1:572-866
23.5	23	0.5	19	33	23.165877	1.94348	232	FR	1	1	3	3	3	5	7	7	9	13	17	NA	18-239-01105-GER2110259	NC001357.1:104-581
33	21	5	21	38	29.357143	7.672199	14	FR	1	3	9	9	11	25	25	25	25	25	25	NA	18-239-01105-GER2110259	NC001357.1:5429-7136
26	26	1	19	34	25.412791	1.849206	516	FR	1	1	1	1	3	3	3	3	7	9	15	NA	18-239-01105-GER2110259	NC001357.1:589-907
